Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID
CHEMBL502,DONEPEZIL,4,379.5,0,4.36,Donepezil,COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC,Inhibition,'=',44.56,%,,,,UO_0000187,,,,,FALSE,CHEMBL3878314,Inhibition of BuChE (unknown origin) at 5 uM using acetylthiocholine iodide as substrate preincubated for 60 mins followed by substrate addition measured after 5 mins by Ellman's method relative to control,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3877280,1,Scientific Literature,Eur J Med Chem,2017,
CHEMBL45,MELATONIN,4,232.28,0,1.86,SID105815,COc1ccc2[nH]cc(CCNC(=O)C)c2c1,IC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL864029,Inhibition of human BuChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1147732,1,Scientific Literature,J. Med. Chem.,2006,
CHEMBL374905,,0,244.29,0,1.66,60,O=C1N(CN2CCCCC2)c3ccccc3C1=O,Ki,'>',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL918630,Inhibition of human BChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1144473,1,Scientific Literature,J. Med. Chem.,2007,
CHEMBL95,TACRINE,4,198.27,0,2.7,THA,Nc1c2CCCCc2nc3ccccc13,IC50,'=',43.9,nM,7.36,,,UO_0000065,37.11,0.67,4.66,18.91,TRUE,CHEMBL654885,Inhibition of butyrylcholinesterase (BChE) in human serum,B,BAO_0000366,cell-free format,,CHEMBL3638229,Serum,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1133449,1,Scientific Literature,J. Med. Chem.,2000,
CHEMBL1255901,HUPERZINE A,0,242.32,0,2,(-)-Huperzine A,C\C=C\1/[C@@H]2CC3=C(C=CC(=O)N3)[C@]1(N)CC(=C2)C,IC50,'>',10000,nM,,,,UO_0000065,,,,,TRUE,CHEMBL654406,In vitro inhibitory concentration against BChE of human serum,B,BAO_0000357,single protein format,,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1134330,1,Scientific Literature,J. Med. Chem.,2001,
CHEMBL95,TACRINE,4,198.27,0,2.7,Tacrine,Nc1c2CCCCc2nc3ccccc13,IC50,'=',22.73,nM,7.64,,,UO_0000065,38.55,0.7,4.94,19.64,FALSE,CHEMBL3858020,Inhibition of human plasma BuChE using S-butyrylthiocholine iodide as substrate after 30 mins by Ellman's method,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3856224,1,Scientific Literature,Eur J Med Chem,2016,
CHEMBL1255901,HUPERZINE A,0,242.32,0,2,1,C\C=C\1/[C@@H]2CC3=C(C=CC(=O)N3)[C@]1(N)CC(=C2)C,IC50,'>',10000,nM,,,,UO_0000065,,,,,TRUE,CHEMBL911223,Inhibition of human serum BChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1137340,1,Scientific Literature,J. Med. Chem.,2006,
CHEMBL659,GALANTAMINE,4,287.36,0,1.85,Galantamine,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,Ki,'=',28290,nM,4.55,,,UO_0000065,15.83,0.3,2.7,10.85,FALSE,CHEMBL3829313,Inhibition of BChE (unknown origin) pre-incubated for 15 mins before S-butyrylthiocholine chloride substrate addition and measured after 30 mins by colorimetric Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3826956,1,Scientific Literature,Bioorg. Med. Chem.,2016,
CHEMBL386541,,0,377.9,0,2.99,(+/-)-6b,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2NS(=O)(=O)C,IC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL911223,Inhibition of human serum BChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1137340,1,Scientific Literature,J. Med. Chem.,2006,
CHEMBL373463,,0,810.65,2,4.66,7,CC1=CN([C@@H]2O[C@H](COP3(=O)OCc4cc(C)cc(c4O3)c5cc(C)cc6COP(=O)(OC[C@H]7O[C@H](C=C7)N8C=C(C)C(=O)NC8=O)Oc56)C=C2)C(=O)NC1=O,IC50,'>',50000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL917650,Inhibition of human serum BChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1142967,1,Scientific Literature,J. Med. Chem.,2007,
CHEMBL502,DONEPEZIL,4,379.5,0,4.36,donepezil,COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC,IC50,'=',4800,nM,5.32,,,UO_0000065,14.02,0.26,0.96,13.72,FALSE,CHEMBL3588485,Inhibition of human serum BuChE by spectrophotometric Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3585305,1,Scientific Literature,J. Med. Chem.,2015,
CHEMBL3818089,,0,394.52,0,3.83,5,COc1cc(\C=C\C(=O)NCCC2CCN(Cc3ccccc3)CC2)ccc1O,IC50,'=',76,nM,7.12,,,UO_0000065,18.05,0.34,3.29,11.52,FALSE,CHEMBL3860148,Inhibition of human serum BuChE using butyrylthiocholine as substrate preincubated for 5 mins followed by substrate addition measured for 5 mins by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3860024,1,Scientific Literature,Eur J Med Chem,2016,
CHEMBL95,TACRINE,4,198.27,0,2.7,Tacrine,Nc1c2CCCCc2nc3ccccc13,Selectivity,'=',4.64,,,,,,,,,,FALSE,CHEMBL852669,Compound was tested in vitro for BuChE selectivity,B,BAO_0000357,single protein format,,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1149992,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1997,
CHEMBL502,DONEPEZIL,4,379.5,0,4.36,E2020,COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC,IC50,'=',8200,nM,5.09,,,UO_0000065,13.4,0.25,0.73,13.12,TRUE,CHEMBL654404,Inhibition of butyrylcholinesterase from human serum,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1134774,1,Scientific Literature,J. Med. Chem.,2001,
CHEMBL95,TACRINE,4,198.27,0,2.7,SID11110734,Nc1c2CCCCc2nc3ccccc13,IC50,'=',24,nM,7.62,,,UO_0000065,38.43,0.69,4.92,19.58,TRUE,CHEMBL960590,Inhibition of human serum BChE by Ellman's assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1150773,1,Scientific Literature,J. Med. Chem.,2008,
CHEMBL94,PHYSOSTIGMINE,4,275.35,0,1.77,2 (table 1),CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1,IC50,'=',16,nM,7.8,,,UO_0000065,28.31,0.53,6.03,17.4,TRUE,CHEMBL829512,Inhibitory concentration against human plasma Butyrylcholinesterase,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1142685,1,Scientific Literature,J. Med. Chem.,2005,
CHEMBL812,PYRIDOSTIGMINE BROMIDE,4,261.12,0,0.57,4,[Br-].CN(C)C(=O)Oc1ccc[n+](C)c1,IC50,'=',900,nM,6.05,,,UO_0000065,33.36,0.64,5.48,18.09,FALSE,CHEMBL1176720,Inhibition of human plasma BChE pretreated for 30 mins by Ellman technique,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1177652,1,Scientific Literature,Bioorg. Med. Chem.,2010,
CHEMBL95,TACRINE,4,198.27,0,2.7,Tacrine,Nc1c2CCCCc2nc3ccccc13,IC50,'=',36,nM,7.44,,,UO_0000065,37.54,0.68,4.74,19.13,TRUE,CHEMBL1003710,Inhibition of human serum BChE by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1138487,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL95,TACRINE,4,198.27,0,2.7,TACRINE,Nc1c2CCCCc2nc3ccccc13,IC50,'=',58,nM,7.24,,,UO_0000065,36.5,0.66,4.54,18.6,TRUE,CHEMBL900442,Inhibition of human serum BuChE by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1137550,1,Scientific Literature,J. Med. Chem.,2007,
CHEMBL1200970,ETHOPROPAZINE HYDROCHLORIDE,4,348.94,1,5.02,24,Cl.CCN(CC)C(C)CN1c2ccccc2Sc3ccccc13,IC50,'=',1600,nM,5.8,,,UO_0000065,18.55,0.36,0.78,89.44,TRUE,CHEMBL1671582,Inhibition of human plasmatic BChE by Lineweaver-Burk plot analysis,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1667816,1,Scientific Literature,Eur. J. Med. Chem.,2011,
CHEMBL95,TACRINE,4,198.27,0,2.7,tacrine,Nc1c2CCCCc2nc3ccccc13,IC50,'=',5.1,nM,8.29,,,UO_0000065,41.82,0.76,5.59,21.31,FALSE,CHEMBL932017,Inhibition of BuChE by Ellman's assay,B,BAO_0000357,single protein format,,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1141589,1,Scientific Literature,J. Med. Chem.,2008,
CHEMBL310934,,0,218.3,0,1.76,3,CN1CC[C@]2(C)[C@H]1N(C)c3ccc(O)cc23,IC50,,,,,,No detectable activity,,,,,,FALSE,CHEMBL651304,Anticholinesterase activity against plasma Butyrylcholinesterase (BChE) in humans.(no detectable activity at 3*10e-5 M),B,BAO_0000366,cell-free format,,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1131001,1,Scientific Literature,J. Med. Chem.,1998,
CHEMBL417915,,0,379.5,0,4.79,2,CC(C)c1ccc(NC(=O)Oc2ccc3N(C)C4N(C)CC[C@@]4(C)c3c2)cc1,IC50,'=',50,nM,7.3,,,UO_0000065,19.24,0.36,2.51,16.29,TRUE,CHEMBL654884,Ability to inhibit butyrylcholinesterase (BChE),,,,,,,,,,,,,,,,,,
CHEMBL95,TACRINE,4,198.27,0,2.7,1,Nc1c2CCCCc2nc3ccccc13,Ki,'=',7,nM,8.15,,,UO_0000065,41.13,0.74,5.45,20.96,FALSE,CHEMBL997711,Inhibition of human recombinant BChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1141710,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,
CHEMBL95,TACRINE,4,198.27,0,2.7,TACRINE,Nc1c2CCCCc2nc3ccccc13,IC50,'=',23,nM,7.64,,,UO_0000065,38.52,0.7,4.94,19.63,FALSE,CHEMBL3871989,Inhibition of human recombinant BuChe using butyrylthiocholine as substrate preincubated for 5 mins followed by substrate addition measured for 1 min by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3871295,1,Scientific Literature,Bioorg Med Chem,2017,
CHEMBL812,PYRIDOSTIGMINE BROMIDE,4,261.12,0,0.57,1,[Br-].CN(C)C(=O)Oc1ccc[n+](C)c1,IC50,'=',16000000,nM,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL1100709,Inhibition of human plasma BChE after 5 mins by Ellman's method,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1154957,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,
CHEMBL25,ASPIRIN,4,180.16,0,1.31,ASPIRIN,CC(=O)Oc1ccccc1C(=O)O,T1/2,'=',2,hr,,,,UO_0000032,,,,,FALSE,CHEMBL986257,Activity of BuChE in 10% human plasma,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1151719,1,Scientific Literature,J. Med. Chem.,2008,
CHEMBL32749,FERULIC ACID,0,194.19,0,1.5,F.C.,COc1cc(\C=C\C(=O)O)ccc1O,IC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL4011761,Inhibition of BuChE in human serum using butyrylthiocholine chloride as substrate measured after 15 mins by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL4011587,1,Scientific Literature,Eur J Med Chem,2017,
CHEMBL636,RIVASTIGMINE,4,250.34,0,2.76,rivastigmine (Exelon),CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,IC50,'=',37,nM,7.43,,,UO_0000065,29.69,0.56,4.67,22.67,TRUE,CHEMBL654402,Ex vivo inhibition of human plasma Butyrylcholinesterase.,B,BAO_0000366,cell-free format,,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1135547,1,Scientific Literature,J. Med. Chem.,2002,
CHEMBL94,PHYSOSTIGMINE,4,275.35,0,1.77,Physostigmine,CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1,IC50,'=',129,nM,6.89,,,UO_0000065,25.02,0.47,5.12,15.37,FALSE,CHEMBL654886,Inhibitory activity against Butyrylcholinesterase in cortex,B,BAO_0000221,tissue-based format,Homo sapiens,CHEMBL3638219,Cortex,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1124889,1,Scientific Literature,J. Med. Chem.,1990,
CHEMBL95,TACRINE,4,198.27,0,2.7,Tacrine,Nc1c2CCCCc2nc3ccccc13,IC50,'=',23,nM,7.64,,,UO_0000065,38.52,0.7,4.94,19.63,TRUE,CHEMBL1260201,Inhibition of human plasmatic BChE after 5 mins,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1255181,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,
CHEMBL111,RIMONABANT,4,463.8,1,5.94,Rimonabant,Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4,IC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL4023556,Inhibition of human BChE using BTC iodide as substrate preincubated for 4.5 mins followed by substrate addition measured after 2.5 mins by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL4020829,1,Scientific Literature,J Med Chem,2018,
CHEMBL74926,PHENSERINE,0,337.42,0,3.67,Phenserine,CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)Nc4ccccc4)cc23,IC50,'=',1560,nM,5.81,,,UO_0000065,17.21,0.32,2.14,12.96,FALSE,CHEMBL829512,Inhibitory concentration against human plasma Butyrylcholinesterase,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1142685,1,Scientific Literature,J. Med. Chem.,2005,
CHEMBL132285,,0,394.52,0,3.73,32 (6-dimethylaminomethylenphenserine),CN(C)Cc1cc2N(C)[C@H]3N(C)CC[C@@]3(C)c2cc1OC(=O)Nc4ccccc4,IC50,'=',3890,nM,5.41,,,UO_0000065,13.71,0.25,1.68,11.26,FALSE,CHEMBL654408,In vitro inhibition of human plasma butyrylcholinesterase.,B,BAO_0000366,cell-free format,,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1134282,1,Scientific Literature,J. Med. Chem.,2001,
CHEMBL95,TACRINE,4,198.27,0,2.7,82,Nc1c2CCCCc2nc3ccccc13,IC50,'=',24,nM,7.62,,,UO_0000065,38.43,0.69,4.92,19.58,TRUE,CHEMBL914527,Inhibition of human serum BChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1139473,1,Scientific Literature,J. Med. Chem.,2005,
CHEMBL1952047,,0,193.68,0,0.82,7a,Cl.CCC\N=C(\C=N\O)/N(C)C,Activity,,,,,,Active,,,,,,FALSE,CHEMBL1954103,Reactivation of Sp-GF-SMe-inhibited human BChE after 20 mins by Ellman method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1949498,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL94,PHYSOSTIGMINE,4,275.35,0,1.77,SID170465757,CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1,IC50,'=',16,nM,7.8,,,UO_0000065,28.31,0.53,6.03,17.4,TRUE,CHEMBL876073,Inhibition of human Butyrylcholinesterase,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1130392,1,Scientific Literature,J. Med. Chem.,1997,
CHEMBL1677,TACRINE HYDROCHLORIDE,4,234.73,0,2.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL95,TACRINE,4,198.27,0,2.7,tacrine,Nc1c2CCCCc2nc3ccccc13,IC50,'=',45.8,nM,7.34,,,UO_0000065,37.02,0.67,4.64,18.86,TRUE,CHEMBL982933,Inhibition of human serum BChE by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155822,1,Scientific Literature,J. Med. Chem.,2008,
CHEMBL636,RIVASTIGMINE,4,250.34,0,2.76,Rivastigmine (exelon),CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,IC50,'=',37,nM,7.43,,,UO_0000065,29.69,0.56,4.67,22.67,TRUE,CHEMBL829512,Inhibitory concentration against human plasma Butyrylcholinesterase,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1142685,1,Scientific Literature,J. Med. Chem.,2005,
CHEMBL502,DONEPEZIL,4,379.5,0,4.36,Donepezil,COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC,IC50,'=',3200,nM,5.5,,,UO_0000065,14.48,0.27,1.13,14.17,FALSE,CHEMBL4011761,Inhibition of BuChE in human serum using butyrylthiocholine chloride as substrate measured after 15 mins by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL4011587,1,Scientific Literature,Eur J Med Chem,2017,
CHEMBL80221,,0,351.45,0,3.34,(-)9 (-)-N(8)-benzylnorphysostigmine,CNC(=O)Oc1ccc2N(Cc3ccccc3)C4N(C)CC[C@@]4(C)c2c1,IC50,'=',21.8,nM,7.66,,,UO_0000065,21.8,0.4,4.32,17.1,TRUE,CHEMBL876073,Inhibition of human Butyrylcholinesterase,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1130392,1,Scientific Literature,J. Med. Chem.,1997,
CHEMBL1952047,,0,193.68,0,0.82,7a,Cl.CCC\N=C(\C=N\O)/N(C)C,Activity,,,,,,Active,,,,,,FALSE,CHEMBL1954107,Reactivation of ETP-inhibited human BChE after 20 mins by Ellman method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1949498,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL592431,,0,298.41,0,4.8,7,CC(C)(C)NC(=O)N1c2ccccc2Sc3ccccc13,Ki,'=',10600,nM,4.97,,,UO_0000065,16.67,0.32,0.17,15.38,FALSE,CHEMBL1068997,Inhibition of human plasma BuChE by modified Ellman's spectrophotometric method,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1157634,1,Scientific Literature,Bioorg. Med. Chem.,2010,
CHEMBL1255901,HUPERZINE A,0,242.32,0,2,Huperazine A,C\C=C\1/[C@@H]2CC3=C(C=CC(=O)N3)[C@]1(N)CC(=C2)C,IC50,'>',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL654411,Inhibition of butyrylcholinesterase (BChE) activity in human serum,B,BAO_0000366,cell-free format,,CHEMBL3638229,Serum,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1132351,1,Scientific Literature,J. Med. Chem.,1999,
CHEMBL659,GALANTAMINE,4,287.36,0,1.85,1,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,IC50,'=',66500,nM,4.18,,,UO_0000065,14.54,0.27,2.33,9.96,FALSE,CHEMBL3772143,Inhibition of human BuChE using S-butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured after 60 to 300 sec by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3769338,1,Scientific Literature,MedChemComm,2015,
CHEMBL1952048,,0,207.71,0,1.21,19,Cl.CCCC\N=C(\C=N\O)/N(C)C,Activity,'=',60,%,,,,UO_0000187,,,,,FALSE,CHEMBL1960889,Reactivation of Sp-GBC-inhibited BuChE using butyrylthiocholine as substrate assessed as activity remaining at 100 uM after 20 mins by Ellman's method relative to uninhibited control,B,BAO_0000357,single protein format,,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1955802,1,Scientific Literature,J. Med. Chem.,2011,
CHEMBL300143,,0,351.45,0,3.98,16 (table 1),CN1CC[C@]2(C)C1N(C)c3ccc(OC(=O)Nc4ccccc4C)cc23,IC50,'=',1950,nM,5.71,,,UO_0000065,16.25,0.3,1.73,12.74,TRUE,CHEMBL829512,Inhibitory concentration against human plasma Butyrylcholinesterase,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1142685,1,Scientific Literature,J. Med. Chem.,2005,
CHEMBL337675,,0,365.48,0,4.28,10 (2',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL95,TACRINE,4,198.27,0,2.7,TACRINE,Nc1c2CCCCc2nc3ccccc13,IC50,'=',47,nM,7.33,,,UO_0000065,36.96,0.67,4.63,18.83,TRUE,CHEMBL829512,Inhibitory concentration against human plasma Butyrylcholinesterase,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1142685,1,Scientific Literature,J. Med. Chem.,2005,
CHEMBL636,RIVASTIGMINE,4,250.34,0,2.76,Rivastigmine,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,IC50,'=',301,nM,6.52,,,UO_0000065,26.05,0.49,3.76,19.89,FALSE,CHEMBL3829961,Inhibition of human serum BuChE using acetylthiocholine iodide as substrate preincubated for 20 to 60 mins followed by substrate addition by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3826877,1,Scientific Literature,J. Med. Chem.,2016,
CHEMBL659,GALANTAMINE,4,287.36,0,1.85,Galanthamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL25948,SHOGAOL,0,276.38,0,4.04,4,CCCCC\C=C\C(=O)CCc1ccc(O)c(OC)c1,Inhibition,'=',6,%,,,,UO_0000187,,,,,FALSE,CHEMBL3366749,Inhibition of human serum BChE using butyrylthiocholine iodide at 10 uM preincubated for 20 mins before substrate addition by Ellman method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352812,1,Scientific Literature,Bioorg. Med. Chem.,2014,
CHEMBL150755,,0,240.26,0,2.99,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL32147,2'-HYDROXYCHALCONE,0,224.26,0,3.29,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1429841,,0,210.24,0,2.7,11,N(c1ccccn1)c2nc3ccccc3[nH]2,IC50,'>',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL2401047,Inhibition of human BuChE using butyrylthiocholine iodide as substrate incubated for 20 mins prior to substrate addition measured for 1 hr by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL2396588,1,Scientific Literature,Bioorg. Med. Chem.,2013,
