"Molecule.ChEMBL.ID","Smiles","Standard.Type","Standard.Relation","Standard.Value","Standard.Units","pChEMBL.Value","Target.ChEMBL.ID","Target.Name","Document.ChEMBL.ID","Assay.Description","Document.Journal","Document.Year","Molecular.Weight","AlogP"
"CHEMBL1719948","CC(C)(O)CCC1=C(Oc2c3C=CC(C)(C)Oc3cc(O)c2C1=O)c4ccc(O)cc4O","Ki","'='",3100,"nM",5.51,"CHEMBL220","Acetylcholinesterase","CHEMBL3045386","Inhibition of AChE (unknown origin)","Med Chem Res",2013,438.48,4.46
"CHEMBL3787223","COc1ccc2CC(CCc2c1)NS(=O)(=O)N(C)C","Ki","'='",1.05,"nM",8.98,"CHEMBL220","Acetylcholinesterase","CHEMBL3784977","Inhibition of AChE (unknown origin) using acetylcholine iodate as substrate preincubated for 10 mins followed by substrate addition by Lineweaver-Burk plot analysis","Bioorg. Med. Chem.",2016,284.38,0.95
"CHEMBL28","Oc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)cc3O2","IC50","'='",12,"nM",7.92,"CHEMBL220","Acetylcholinesterase","CHEMBL3045386","Inhibition of AChE (unknown origin)","Med Chem Res",2013,270.24,2.58
"CHEMBL76640","CNC(=O)Oc1ccc2N(C)C3N(C)CC[C@]3(C)c2c1","IC50","'='",9887,"nM",5,"CHEMBL220","Acetylcholinesterase","CHEMBL1130392","Inhibition of human acetylcholinesterase from erythrocytes (RBC)","J. Med. Chem.",1997,275.35,1.77
"CHEMBL4088091","CN1CC2C(C(=O)N(C)C2=O)C13C(=O)c4ccccc4C3=O","IC50","'='",2100,"nM",5.68,"CHEMBL220","Acetylcholinesterase","CHEMBL4020795","Inhibition of AChE (unknown origin) using acetylcholine as substrate preincubated for 15 mins followed by substrate addition measured every minute by spectrophotometric analysis","Bioorg Med Chem Lett",2017,298.3,-0.02
"CHEMBL4085722","COc1cc(CN2CCC(CN3CCc4cc(OC)c(OC)cc4C3)CC2)c(O)c(\C=N\O)c1","Kd","'='",51000,"nM",4.29,"CHEMBL220","Acetylcholinesterase","CHEMBL4043104","Reactivation of tabun-induced inhibition of human AChE assessed as dissociation constant using acetylthiocholine as substrate preincubated for 30 mins followed by substrate addition measured at 5 to 180 mins by Ellman's method","Bioorg Med Chem",2017,469.58,3.5
"CHEMBL3642049","CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCCCCCCCNc3c4CCCCc4nc5ccccc35)cc12","IC50","'='",4.61,"nM",8.34,"CHEMBL220","Acetylcholinesterase","CHEMBL3639238","Inhibition Assay: The biological activity of the compounds of general formula (I) towards the cholinesterase inhibition was evaluated using Ellman's method (Ellman, G. L.; Courtney, K. D.; Anders, B.; Featherstone, R. M. Biochem. Pharmacol. 1961, 7, 88-95).This method of evaluation of the cholinesterase inhibitors activity is based on the fact that acetyl/butyrylcholinesterase interacts with the inhibitor, which prevents the acetyl/butyrylcholine hydrolysis. The inhibitor causes the enzyme activity drop which is dependent on the inhibitor concentration. The enzyme unbound with the inhibitor is able to hydrolyze acetyl/butyrylthiocholine (ASCh/BSCh). The amount of the hydrolyzed ASCh/BSCh is measured indirectly, by quantification of the product of its reaction with DTNB (5,5Ã¢Â²-dithio-bis-2-nitrobenzoic acid). Ellman's method relies therefore on the spectrophotometric quantification of product of the reaction between acylthiocholine and DTNB.","",2014,569.75,6.81
"CHEMBL3133430","Cn1ncc2C(NC(=O)CN3CCN(Cc4ccccc4F)CC3)c5ccsc5c12","IC50","'='",1320,"nM",5.88,"CHEMBL220","Acetylcholinesterase","CHEMBL3132857","Inhibition of human erythrocyte AChE using acetylthiocholine chloride by spectrophotometry","MedChemComm",2013,425.53,2.62
"CHEMBL512830","COC(=O)CC[C@@H](C)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)[C@@H](OC(=O)C)[C@]12C)[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC3=O","IC50","'='",17140,"nM",4.77,"CHEMBL220","Acetylcholinesterase","CHEMBL1914414","Inhibition of AChE assessed as hydrolysis of acetylcholine preincubated for 15 mins measured after 15 mins by colorimetric Ellman assay","Bioorg. Med. Chem. Lett.",2011,530.66,3.76
"CHEMBL2159664","CC(=O)c1ccccc1NC(=O)c2ccc(OCCCCCC[n+]3ccccc3)cc2","Ki","'='",47,"nM",7.33,"CHEMBL220","Acetylcholinesterase","CHEMBL2157925","Inhibition of human recombinant AChE using acetylthiocholine as substrate","Bioorg. Med. Chem.",2012,497.43,5.07
"CHEMBL2163795","COc1ccc2cc3c4cc(OC)c(OC)cc4CC[n+]3cc2c1OC","IC50","'='",1690,"nM",5.77,"CHEMBL220","Acetylcholinesterase","CHEMBL2163249","Inhibition of human AChE by Ellman's method","Bioorg. Med. Chem.",2012,405.88,3.38
"CHEMBL110077","CC1=CC2CC(C1)c3c(N)c4ccc(F)cc4nc3C2","IC50","'='",4.58,"nM",8.34,"CHEMBL220","Acetylcholinesterase","CHEMBL1133449","Inhibition of acetylcholinesterase isolated from Human erythrocytes.","J. Med. Chem.",2000,268.33,3.95
"CHEMBL4059684","CCN(CC)CCCCCCCCOc1ccc(\C=C\C(=O)O)cc1OC","IC50","'='",3180,"nM",5.5,"CHEMBL220","Acetylcholinesterase","CHEMBL3994591","Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine iodide as substrate after 25 mins by Ellmann method","Eur J Med Chem",2017,377.53,4.85
"CHEMBL4060011","COc1cc2CC(Cc3cc[n+](Cc4ccccc4)cc3C(=O)C)C(=O)c2cc1OC","IC50","'='",18,"nM",7.75,"CHEMBL220","Acetylcholinesterase","CHEMBL4011633","Inhibition of AChE in human erythrocytes using acetylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured every minute for 10 mins by Ellman's spectrophotometric method","J Med Chem",2017,496.4,3.84
"CHEMBL251077","CC(=O)O[C@@H]1[C@@H](O)C=C2CCN3Cc4cc5OCOc5cc4[C@H]1[C@@H]23","IC50","'='",960,"nM",6.02,"CHEMBL220","Acetylcholinesterase","CHEMBL1141279","Inhibition of AChE by Ellman method","J. Nat. Prod.",2007,329.35,1.32
"CHEMBL23838","CCOP(=O)(OCC)Oc1ccc(cc1)[N+](=O)[O-]","IC50","'='",10,"nM",8,"CHEMBL220","Acetylcholinesterase","CHEMBL4020717","Inhibition of human AChE using p-nitrophenyl acetate as substrate measured for 30 secs by spectrophotometric analysis","Bioorg Med Chem",2017,275.2,3.15
"CHEMBL4075061","Clc1ccc2c(NCc3ccccn3)c4CCCCc4nc2c1","IC50","'='",90,"nM",7.05,"CHEMBL220","Acetylcholinesterase","CHEMBL4017465","Inhibition of human AChE using acetylthiocholine iodide as substrate pretreated for 5 mins followed by substrate addition by Ellman's method","Bioorg Med Chem Lett",2017,323.83,4.77
"CHEMBL312310","Clc1ccc2c(NCCCCCCCCNc3c4CCCCc4nc5cc(Cl)ccc35)c6CCCCc6nc2c1","IC50","'='",0.3,"nM",9.52,"CHEMBL220","Acetylcholinesterase","CHEMBL1155460","Inhibition of AChE","Eur. J. Med. Chem.",2010,575.63,9.71
"CHEMBL306492","C(CCCCNc1c2CCCCCc2nc3ccccc13)CCCNc4c5CCCCCc5nc6ccccc46","IC50","'='",1.6,"nM",8.8,"CHEMBL220","Acetylcholinesterase","CHEMBL1155460","Inhibition of AChE","Eur. J. Med. Chem.",2010,534.79,9.19
"CHEMBL389192","Clc1ccc2c(NCCCCCCCCNC(=O)CCc3c[nH]c4ccccc34)c5CCCCc5nc2c1","IC50","'='",0.5,"nM",9.3,"CHEMBL220","Acetylcholinesterase","CHEMBL1155460","Inhibition of AChE","Eur. J. Med. Chem.",2010,531.14,7.75
"CHEMBL4066365","CCO[P@](=O)(SCC)c1ccccc1","IC50","'='",8000,"nM",5.1,"CHEMBL220","Acetylcholinesterase","CHEMBL4020717","Inhibition of human AChE using acetylthiocholine iodide as substrate measured for 30 secs by Ellman's method","Bioorg Med Chem",2017,230.27,3.29
"CHEMBL4101703","COc1cc(\C=C\C(=O)Nc2ccccc2)ccc1OCCN3CCCC3","IC50","'='",35130,"nM",4.45,"CHEMBL220","Acetylcholinesterase","CHEMBL3994591","Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine iodide as substrate after 25 mins by Ellmann method","Eur J Med Chem",2017,366.46,3.82
"CHEMBL3235221","O\N=C\C(=O)c1ccc(OCC2CCN(Cc3ccccc3)CC2)nc1","Ki","'='",31220,"nM",4.51,"CHEMBL220","Acetylcholinesterase","CHEMBL3232718","Inhibition of human AChE using acetylthiocholine as substrate after 4 hrs by robotic spectrophotometric assay","Bioorg. Med. Chem. Lett.",2014,353.42,3.02
"CHEMBL3822670","Cc1ccc(CN2CCC(CC(=O)NCCc3c[nH]c4ccccc34)CC2)cc1","IC50","'='",4940,"nM",5.31,"CHEMBL220","Acetylcholinesterase","CHEMBL3822387","Inhibition of human erythrocyte ACHE preincubated for 6 mins followed by addition of acetylcholine iodide as substrate by Ellman's method","Bioorg. Med. Chem.",2016,389.54,4.44
"CHEMBL3822790","COc1ccc2[nH]cc(CCNC(=O)CC3CCN(Cc4ccc(C)cc4)CC3)c2c1","IC50","'='",9260,"nM",5.03,"CHEMBL220","Acetylcholinesterase","CHEMBL3822387","Inhibition of human erythrocyte ACHE preincubated for 6 mins followed by addition of acetylcholine iodide as substrate by Ellman's method","Bioorg. Med. Chem.",2016,419.57,4.45
"CHEMBL3819548","O=C(NCCC1CCN(Cc2ccccc2)CC1)\C=C\c3ccccc3","IC50","'='",411,"nM",6.39,"CHEMBL220","Acetylcholinesterase","CHEMBL3817754","Inhibition of human erythrocytes acetylcholinesterase preincubated for 5 mins followed by addition of acetylthiocholine iodide as substrate measured after 60 to 120 mins by Ellmans method","MedChemComm",2016,348.49,4.12
"CHEMBL343054","C\C=C(/C)\C(=O)N[C@H]1[C@@H](O)C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]4(C)[C@H](CC=C34)[C@H](C)N(C)C)[C@H]1OC(=O)C","IC50","'='",61659.5,"nM",4.21,"CHEMBL220","Acetylcholinesterase","CHEMBL1136484","Compound was tested for the in silico inhibition of acetylcholinesterase","Bioorg. Med. Chem. Lett.",2003,500.72,4.48
"CHEMBL3597010","CCOC(=O)C1=C(C[C@H](N([C@@H]1c2ccccc2)c3ccc(Cl)cc3)c4ccccc4)Nc5ccc(Cl)cc5","IC50","'='",4602.57,"nM",5.34,"CHEMBL220","Acetylcholinesterase","CHEMBL3596196","Inhibition of human acetylcholinesterase using ATCI/DTNB as substrate preincubated for 30 mins followed by substrate addition measured for 60 mins by Ellman method","Bioorg. Med. Chem.",2015,543.49,8.62
"CHEMBL1790041","CNC(=C[N+](=O)[O-])NCCSCc1oc(CN(C)C)cc1","IC50","'='",650,"nM",6.19,"CHEMBL220","Acetylcholinesterase","CHEMBL1126972","Inhibition of guinea pig acetylcholinesterase","J. Med. Chem.",1993,314.41,1.46
"CHEMBL1669482","C(CC[n+]1ccc2ccccc2c1)C[n+]3ccc4ccccc4c3","IC50","'='",36000,"nM",4.44,"CHEMBL220","Acetylcholinesterase","CHEMBL1667816","Inhibition of human recombinant AChE by Lineweaver-Burk plot analysis","Eur. J. Med. Chem.",2011,474.24,4.05
"CHEMBL3828693","CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3C=CC(=O)Oc3c2)c1","IC50","'='",11.3,"nM",7.95,"CHEMBL220","Acetylcholinesterase","CHEMBL3826877","Inhibition of recombinant human AChE expressed in HEK293 cells using acetylthiocholine iodide as substrate preincubated for 120 mins followed by substrate addition by Ellman's method","J. Med. Chem.",2016,508.66,6.53
"CHEMBL3827610","CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3C4=C(CCCC4)C(=O)Oc3c2)c1","IC50","'='",18.3,"nM",7.74,"CHEMBL220","Acetylcholinesterase","CHEMBL3826877","Inhibition of recombinant human AChE expressed in HEK293 cells using acetylthiocholine iodide as substrate preincubated for 120 mins followed by substrate addition by Ellman's method","J. Med. Chem.",2016,562.75,7.41
"CHEMBL3827950","O=C(NCCCCCc1ccccc1)Oc2ccc(cc2)n3cc(COc4ccc5C=CC(=O)Oc5c4)nn3","IC50","'='",47900,"nM",4.32,"CHEMBL220","Acetylcholinesterase","CHEMBL3826877","Inhibition of recombinant human AChE expressed in HEK293 cells using acetylthiocholine iodide as substrate preincubated for 120 mins followed by substrate addition by Ellman's method","J. Med. Chem.",2016,524.58,5.45
"CHEMBL3828381","NC(=O)c1cc[n+](CCC[n+]2cccc(NC(=O)\C=N/O)c2)cc1","Kd","'='",55500,"nM",4.26,"CHEMBL220","Acetylcholinesterase","CHEMBL3826965","Binding affinity to VX-inhibited hemoglobin free erythrocyte ghost human AChE using acetylcholine iodide as substrate measured for 1 hr by spectrophotometry based Ellman method","Bioorg. Med. Chem.",2016,489.17,-0.15
"CHEMBL3819383","COc1cc(\C=C\C(=O)NCCC2CCN(Cc3ccccc3)CC2)ccc1OC(=O)C","IC50","'='",339,"nM",6.47,"CHEMBL220","Acetylcholinesterase","CHEMBL3817754","Inhibition of human erythrocytes acetylcholinesterase preincubated for 5 mins followed by addition of acetylthiocholine iodide as substrate measured after 60 to 120 mins by Ellmans method","MedChemComm",2016,436.55,4.05
"CHEMBL3818782","[O-][N+](=O)c1ccc(\C=C\C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc1","IC50","'='",337,"nM",6.47,"CHEMBL220","Acetylcholinesterase","CHEMBL3817754","Inhibition of human erythrocytes acetylcholinesterase preincubated for 5 mins followed by addition of acetylthiocholine iodide as substrate measured after 60 to 120 mins by Ellmans method","MedChemComm",2016,393.49,4.03
"CHEMBL3910830","Cc1ccc(\C=C/2\CNCC3=C2N=C4SC=C(N4C3c5ccc(C)cc5)c6ccc7ccccc7c6)cc1","IC50","'='",980,"nM",6.01,"CHEMBL220","Acetylcholinesterase","CHEMBL3871299","Inhibition of acetylcholinesterase (unknown origin) assessed as reduction in formation of 5-thio-2-nitrobenzoate from acetylthiocholine iodide preincubated for 15 mins followed by substrate addition measured after 30 mins by Ellman's method","Bioorg Med Chem Lett",2017,511.69,7.86
"CHEMBL3961494","COc1cc2CC(CC3CCN(Cc4cccc(c4)C(F)(F)F)CC3)C(=O)c2cc1OC","IC50","'='",2120,"nM",5.67,"CHEMBL220","Acetylcholinesterase","CHEMBL3870312","Inhibition of human erythrocytes AChE using acetylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured up to 3 mins by Ellman's method","Eur J Med Chem",2016,447.5,5.38
"CHEMBL3900401","COc1cc2CC(CC3CCN(Cc4ncc(C)cc4C)CC3)C(=O)c2cc1OC","IC50","'='",814,"nM",6.09,"CHEMBL220","Acetylcholinesterase","CHEMBL3870312","Inhibition of human erythrocytes AChE using acetylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured up to 3 mins by Ellman's method","Eur J Med Chem",2016,408.54,4.37
"CHEMBL3087675","C[S+]([O-])c1ccc(\C=C\2/C(=C(CC(=O)NCCCNCCCNC3=CC(=O)C(=CC3=O)NCCCNCCCNC(=O)CC4=C(C)\C(=C/c5ccc(cc5)[S+](C)[O-])\c6ccc(F)cc46)c7cc(F)ccc27)C)cc1","IC50","'='",9540,"nM",5.02,"CHEMBL220","Acetylcholinesterase","CHEMBL3085683","Inhibition of human recombinant AChE by Ellman's assay","Bioorg. Med. Chem. Lett.",2013,1043.32,NA
"CHEMBL3093175","COc1ccc(\C=C\2/COc3cc(OCCCCCCCCNc4c5CCCCc5nc6ccccc46)ccc3C2=O)cc1","IC50","'='",121.6,"nM",6.92,"CHEMBL220","Acetylcholinesterase","CHEMBL3091317","Inhibition of human erythrocytic AChE using acetylthiocholine chloride as substrate preincubated for 15 mins followed by substrate addition measured every 1 min by Ellman method","Bioorg. Med. Chem.",2013,590.76,8.61
"CHEMBL3948489","Brc1ccc(\C=C/2\CNCC3=C2N=C4SC=C(N4C3c5ccc(Br)cc5)c6ccc7ccccc7c6)cc1","IC50","'='",730,"nM",6.14,"CHEMBL220","Acetylcholinesterase","CHEMBL3871299","Inhibition of acetylcholinesterase (unknown origin) assessed as reduction in formation of 5-thio-2-nitrobenzoate from acetylthiocholine iodide preincubated for 15 mins followed by substrate addition measured after 30 mins by Ellman's method","Bioorg Med Chem Lett",2017,641.43,8.76
"CHEMBL3950130","CC(C)Cc1ccc(\C=C\2/Oc3ccccc3C2=O)cc1","IC50","'='",980,"nM",6.01,"CHEMBL220","Acetylcholinesterase","CHEMBL3868598","Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine iodide as substrate incubated for 10 mins followed by substrate addition measured after 20 mins by UV-Vis spectrophotometric analysis","Bioorg Med Chem",2017,278.35,4.5
"CHEMBL3818918","COc1cccc2C\C(=C/C3CCN(Cc4ccc5OCOc5c4)CC3)\C(=O)c12","IC50","'='",11135,"nM",4.95,"CHEMBL220","Acetylcholinesterase","CHEMBL3817803","Inhibition of human erythrocytes AchE using acetylthiocholine iodide as substrate incubated for 20 mins by Ellman method","ACS Med. Chem. Lett.",2016,391.47,4
"CHEMBL3931517","O=C(COc1ccccc1)N2CCN(CC2)C3CCN(Cc4ccccc4)CC3","IC50","'='",43000,"nM",4.37,"CHEMBL220","Acetylcholinesterase","CHEMBL3861988","Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate measured over 60 secs by Ellman assay","J Med Chem",2016,393.53,2.87
"CHEMBL3400187","COc1cc2OC(=CC(=O)c2c(OC)c1OC)c3ccc(OCC(=O)NCCCCCCNc4c5CCCCc5nc6cc(Cl)ccc46)cc3","IC50","'='",21.6,"nM",7.67,"CHEMBL220","Acetylcholinesterase","CHEMBL3400132","Inhibition of human erythrocyte AChE using acetylthiocholine chloride as substrate after 15 mins by Ellman spectrophotometric method","Bioorg. Med. Chem. Lett.",2015,700.23,7.73
"CHEMBL3891369","COc1cc2CC(CC3CCN(Cc4ncccc4C)CC3)C(=O)c2cc1OC","IC50","'='",113,"nM",6.95,"CHEMBL220","Acetylcholinesterase","CHEMBL3870312","Inhibition of human erythrocytes AChE using acetylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured up to 3 mins by Ellman's method","Eur J Med Chem",2016,394.51,4.06
"CHEMBL3919441","COc1cc2CC(CC3CCN(Cc4cccc(C)n4)CC3)C(=O)c2cc1OC","IC50","'='",73,"nM",7.14,"CHEMBL220","Acetylcholinesterase","CHEMBL3870312","Inhibition of human erythrocytes AChE using acetylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured up to 3 mins by Ellman's method","Eur J Med Chem",2016,394.51,4.06
"CHEMBL3889625","COc1cc2CC(CC3CCN(Cc4ccc5ccccc5n4)CC3)C(=O)c2cc1OC","IC50","'='",8430,"nM",5.07,"CHEMBL220","Acetylcholinesterase","CHEMBL3870312","Inhibition of human erythrocytes AChE using acetylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured up to 3 mins by Ellman's method","Eur J Med Chem",2016,430.55,4.91
"CHEMBL3934564","COc1cc2CC(CC3CCN(Cc4ccc5cccc(O)c5n4)CC3)C(=O)c2cc1OC","IC50","'='",29800,"nM",4.53,"CHEMBL220","Acetylcholinesterase","CHEMBL3870312","Inhibition of human erythrocytes AChE using acetylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured up to 3 mins by Ellman's method","Eur J Med Chem",2016,446.55,4.61
"CHEMBL3950063","COc1cc2CC(CC3CCN(Cc4ccc(O)c5ncccc45)CC3)C(=O)c2cc1OC","IC50","'='",20900,"nM",4.68,"CHEMBL220","Acetylcholinesterase","CHEMBL3870312","Inhibition of human erythrocytes AChE using acetylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured up to 3 mins by Ellman's method","Eur J Med Chem",2016,446.55,4.61
"CHEMBL3261986","O\N=C/C(=O)Nc1ccc[n+](CCCC[n+]2cccc(NC(=O)\C=N/O)c2)c1","Kd","'='",86120,"nM",4.07,"CHEMBL220","Acetylcholinesterase","CHEMBL3259811","Binding affinity to VX-inhibited hemoglobin free human erythrocyte ghost acetylcholinesterase using acetylthiocholineiodide as substrate measured up to 1 hr by Ellman method","Bioorg. Med. Chem.",2014,546.22,0.54
"CHEMBL2297978","Cc1c(scc1S(=O)(=O)c2ccc(Cl)cc2)C(=O)NC3CCN(Cc4ccccc4)CC3","Ki","'='",21.29,"nM",7.67,"CHEMBL220","Acetylcholinesterase","CHEMBL3046949","Binding affinity to acetylcholinesterase (unknown origin)","Med Chem Res",2013,489.06,4.94
"CHEMBL474577","COc1cc2CC(Cc3cccc(CN(C)C)c3)C(=O)c2cc1OC","Ki","'='",524.99,"nM",6.28,"CHEMBL220","Acetylcholinesterase","CHEMBL3046949","Binding affinity to acetylcholinesterase (unknown origin)","Med Chem Res",2013,339.44,3.36
"CHEMBL3642053","CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCCCCCCCCCCCNc3c4CCCCc4nc5ccccc35)cc12","IC50","'='",3.8,"nM",8.42,"CHEMBL220","Acetylcholinesterase","CHEMBL3639238","Inhibition Assay: The biological activity of the compounds of general formula (I) towards the cholinesterase inhibition was evaluated using Ellman's method (Ellman, G. L.; Courtney, K. D.; Anders, B.; Featherstone, R. M. Biochem. Pharmacol. 1961, 7, 88-95).This method of evaluation of the cholinesterase inhibitors activity is based on the fact that acetyl/butyrylcholinesterase interacts with the inhibitor, which prevents the acetyl/butyrylcholine hydrolysis. The inhibitor causes the enzyme activity drop which is dependent on the inhibitor concentration. The enzyme unbound with the inhibitor is able to hydrolyze acetyl/butyrylthiocholine (ASCh/BSCh). The amount of the hydrolyzed ASCh/BSCh is measured indirectly, by quantification of the product of its reaction with DTNB (5,5Ã¢Â²-dithio-bis-2-nitrobenzoic acid). Ellman's method relies therefore on the spectrophotometric quantification of product of the reaction between acylthiocholine and DTNB.","",2014,625.86,8.38
"CHEMBL3786666","CN1Cc2cc(O)ccc2N(C)C1c3c(Cl)cccc3Cl","IC50","'='",13500,"nM",4.87,"CHEMBL220","Acetylcholinesterase","CHEMBL3785077","Inhibition of human acetylcholinesterase using acetylcholine iodide as substrate preincubated for 4.5 mins followed by substrate addition measured after 2.5 mins by Ellman's spectrophotometric method","J. Med. Chem.",2016,323.22,4.28
"CHEMBL182252","COc1cc2CC(Oc3cccc(c3)C(C)N4CCCC4)C(=O)c2cc1OC","Ki","'='",137.63,"nM",6.86,"CHEMBL220","Acetylcholinesterase","CHEMBL3046949","Binding affinity to acetylcholinesterase (unknown origin)","Med Chem Res",2013,381.47,4.05
"CHEMBL181125","CCN(CC)C(C)c1ccc(OC2Cc3cc(OC)c(OC)cc3C2=O)cc1","Ki","'='",1330,"nM",5.88,"CHEMBL220","Acetylcholinesterase","CHEMBL3046949","Binding affinity to acetylcholinesterase (unknown origin)","Med Chem Res",2013,383.49,4.29
"CHEMBL181310","COc1cc2CC(Oc3cccc(CN(C)C)c3)C(=O)c2cc1OC","Ki","'='",1004,"nM",6,"CHEMBL220","Acetylcholinesterase","CHEMBL3046949","Binding affinity to acetylcholinesterase (unknown origin)","Med Chem Res",2013,341.41,2.95
"CHEMBL3262672","COc1cc2CCNC(Cc3ccc(OCCCCCCN4CCN(Cc5ccccc5)CC4)cc3)c2cc1OC","IC50","'='",5590,"nM",5.25,"CHEMBL220","Acetylcholinesterase","CHEMBL3259766","Inhibition of AChE in human erythrocytes using acetylthiocholine iodide as substrate preincubated with enzyme for 20 mins followed by substrate addition by Ellman's method","Bioorg. Med. Chem. Lett.",2014,557.78,5.89
"CHEMBL2312573","Oc1ccc([C@@H]2CC(=NN2)c3c4ccccc4cc5ccccc35)c(O)c1","Ki","'='",7.2,"nM",8.14,"CHEMBL220","Acetylcholinesterase","CHEMBL2311270","Inhibition of human erythrocyte AChE using acetylthiocholine iodide as substrate after 60 mins by Ellman's method","Bioorg. Med. Chem. Lett.",2013,354.41,4.84
"CHEMBL2312282","Clc1ccc(cc1)[C@@H]2CC(=NN2)c3c4ccccc4cc5ccccc35","Ki","'='",30.3,"nM",7.52,"CHEMBL220","Acetylcholinesterase","CHEMBL2311270","Inhibition of human erythrocyte AChE using acetylthiocholine iodide as substrate after 60 mins by Ellman's method","Bioorg. Med. Chem. Lett.",2013,356.86,6.09
"CHEMBL3827189","CN(CCCOc1ccc2C=C(C(=O)Oc2c1)c3ccc(Cl)cc3)Cc4cccc(OC(=O)NCCCCCc5ccccc5)c4","IC50","'='",900,"nM",6.05,"CHEMBL220","Acetylcholinesterase","CHEMBL3826877","Inhibition of recombinant human AChE expressed in HEK293 cells using acetylthiocholine iodide as substrate preincubated for 120 mins followed by substrate addition by Ellman's method","J. Med. Chem.",2016,639.19,8.52
"CHEMBL3828293","CN(CCCCCOc1ccc2C=CC(=O)Oc2c1)Cc3cccc(OC(=O)NCCCCCc4ccccc4)c3","IC50","'='",88.1,"nM",7.05,"CHEMBL220","Acetylcholinesterase","CHEMBL3826877","Inhibition of recombinant human AChE expressed in HEK293 cells using acetylthiocholine iodide as substrate preincubated for 120 mins followed by substrate addition by Ellman's method","J. Med. Chem.",2016,556.7,6.98
"CHEMBL3965783","Oc1ccc(\C=C\C(=O)NCCC2CCN(Cc3ccccc3)CC2)c(O)c1","IC50","'='",990,"nM",6,"CHEMBL220","Acetylcholinesterase","CHEMBL3860024","Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured for 5 mins by Ellman's method","Eur J Med Chem",2016,380.49,3.53
"CHEMBL3763973","NC1=C(C#N)C2(C(=O)Nc3ccc(F)cc23)C(=C(NCc4ccccc4)N1Cc5ccccc5)[N+](=O)[O-]","IC50","'='",3540,"nM",5.45,"CHEMBL220","Acetylcholinesterase","CHEMBL3763108","Inhibition of AChE (unknown origin) using acetylthiocholine as substrate assessed as reduction of DTNB to TNB preincubated for 20 mins followed by addition of substrate by Ellman's kinetic method","Bioorg. Med. Chem.",2016,496.5,3.46
"CHEMBL3764305","COc1ccc2CN(C)CC[C@@]34CCC(O)C[C@@H]3Oc1c24","IC50","'='",610,"nM",6.21,"CHEMBL220","Acetylcholinesterase","CHEMBL3763108","Inhibition of AChE (unknown origin) using acetylthiocholine as substrate assessed as reduction of DTNB to TNB preincubated for 20 mins followed by addition of substrate by Ellman's kinetic method","Bioorg. Med. Chem.",2016,289.37,2.07
"CHEMBL4075136","COc1ccc(NC(=S)NCCN(C)C)cc1Cl","IC50","'='",46000,"nM",4.34,"CHEMBL220","Acetylcholinesterase","CHEMBL4033657","Inhibition of recombinant human AChE expressed in HEK293F cells using acetylthiocholine iodide as substrate measured over 60 secs by Ellman's method","Eur J Med Chem",2017,287.82,2.2
"CHEMBL3623558","CCC(CC)n1cc(cn1)C(=O)C(F)F","IC50","'='",35.2,"nM",7.45,"CHEMBL220","Acetylcholinesterase","CHEMBL3621126","Inhibition of recombinant human AChE after 60 mins by Ellman assay","Bioorg. Med. Chem. Lett.",2015,216.23,2.69
"CHEMBL3623565","CCC(CC)n1cc(cn1)C(=O)CF","IC50","'='",5190,"nM",5.29,"CHEMBL220","Acetylcholinesterase","CHEMBL3621126","Inhibition of recombinant human AChE after 60 mins by Ellman assay","Bioorg. Med. Chem. Lett.",2015,198.24,2.4
"CHEMBL3819083","COc1cc(\C=C\C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc(OC)c1OC","IC50","'='",234,"nM",6.63,"CHEMBL220","Acetylcholinesterase","CHEMBL3817754","Inhibition of human erythrocytes acetylcholinesterase preincubated for 5 mins followed by addition of acetylthiocholine iodide as substrate measured after 60 to 120 mins by Ellmans method","MedChemComm",2016,438.57,4.14
